permit_number,parcel_identifier,source_system,issuing_agency,improvement_status,permit_issue_date,days_open,contractor_name,contractor_phone,contractor_license,bbb_rating,address_street,address_zip,latitude,longitude,source_url
A26-005242,102528000000600000,osceola_accela,Osceola County,open,,48,RAY'S ROOFING OF CENTRAL FL,8639673170,CCC1325843,,"659 ARROW LN, KISSIMMEE FL 34746",34746,28.3227653492067,-81.4955845290384,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OAU&agencyCode=OSCEOLA&IsToShowInspection=
A26-005258,252628610005190060,osceola_accela,Osceola County,open,,48,LEVEL ROOFING SOLUTIONS LLC,,CCC1336147,A,"12 MIRAMAR WY, KISSIMMEE FL 34758",34758,28.178879830537717,-81.48670854361798,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OCY&agencyCode=OSCEOLA&IsToShowInspection=
A26-005271,182528506300012960,osceola_accela,Osceola County,open,,47,QUALITY PLUS ROOFING SOLAR,4145733404,CCC1336309,,"1120 CELEBRATION AVE, KISSIMMEE FL 34747",34747,28.310788382230236,-81.55102366317733,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OFM&agencyCode=OSCEOLA&IsToShowInspection=
A26-005274,072528282700013190,osceola_accela,Osceola County,open,,47,QUALITY PLUS ROOFING SOLAR,4145733404,CCC1336309,,"1140 CELEBRATION AVE, CELEBRATION FL 34747",34747,28.310136993585722,-81.5518402563117,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OFR&agencyCode=OSCEOLA&IsToShowInspection=
A26-005275,112528280100011910,osceola_accela,Osceola County,open,,47,E & V ROOFING COMPANY INC.,4077386320,CCC1327124,B-,"2680 CHATHAM CIR, KISSIMMEE FL 34746",34746,28.322052147367103,-81.48151051203533,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OFW&agencyCode=OSCEOLA&IsToShowInspection=
A26-005279,102628294800011860,osceola_accela,Osceola County,open,,47,E & V ROOFING COMPANY INC.,4077386320,CCC1327124,B-,"5530 SYCAMORE CANYON DR, KISSIMMEE FL 34758",34758,28.233404651335267,-81.50299978185771,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OGL&agencyCode=OSCEOLA&IsToShowInspection=
A26-005280,252628351800011280,osceola_accela,Osceola County,open,,47,"ROOFS FOR EVERYONE, LLC",3214603141,CCC1332602,,"4083 MARINA ISLE DR, KISSIMMEE FL 34746",34746,28.16537425299451,-81.4418124801916,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OGP&agencyCode=OSCEOLA&IsToShowInspection=
A26-005297,092531502100011390,osceola_accela,Osceola County,open,,46,HD ROOFING & CONSTRUCTION LLC,3214420477,CCC1331690,,"2732 MATERA, SAINT CLOUD 34771 United States",34771,28.33090975265038,-81.21649582279737,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OKE&agencyCode=OSCEOLA&IsToShowInspection=
A26-005300,042530328200010020,osceola_accela,Osceola County,open,,46,COLLIS ROOFING INC,4078309575,CCC058022,,"3235 MAPLE HOLLOW DR, Bldg 8, KISSIMMEE FL 34744",34744,28.346111090799067,-81.31134995132993,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OKN&agencyCode=OSCEOLA&IsToShowInspection=
A26-005302,042530328200010020,osceola_accela,Osceola County,open,,46,COLLIS ROOFING INC,4078309575,CCC058022,,"3260 MAPLE HOLLOW DR, Bldg 5, KISSIMMEE FL 34744",34744,28.346111090799067,-81.31134995132993,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OL3&agencyCode=OSCEOLA&IsToShowInspection=
A26-005303,042530328200010020,osceola_accela,Osceola County,open,,46,COLLIS ROOFING INC,4078309575,CCC058022,,"3240 MAPLE HOLLOW DR, Bldg 7, KISSIMMEE FL 34744",34744,28.346111090799067,-81.31134995132993,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OLC&agencyCode=OSCEOLA&IsToShowInspection=
A26-005307,352527484600010220,osceola_accela,Osceola County,open,,46,FIVE STAR ROOFING & CONSTRUCTION INC,8134170195,CCC1325739,,"7412 ASTINA ST, KISSIMMEE FL 34747",34747,28.270823690657853,-81.58509545256109,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OLK&agencyCode=OSCEOLA&IsToShowInspection=
A26-005308,042530328200010020,osceola_accela,Osceola County,open,,46,COLLIS ROOFING INC,4078309575,CCC058022,,"3250 MAPLE HOLLOW DR, Bldg 6, KISSIMMEE FL 34744",34744,28.346111090799067,-81.31134995132993,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OLP&agencyCode=OSCEOLA&IsToShowInspection=
A26-005323,052530483700011200,osceola_accela,Osceola County,open,,46,SOLAR ROOFING & CONSTRUCTION SPECIALIST CORP,8636400977,CCC1335469,A+,"3244 HUNTERS CHASE LOOP, KISSIMMEE FL 34743",34743,28.344572477722448,-81.34070212552543,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OOF&agencyCode=OSCEOLA&IsToShowInspection=
A26-005324,072530272902440690,osceola_accela,Osceola County,open,,46,U.S. SHINGLE,,CCC1331960,,"214 SEABREEZE CIR, KISSIMMEE FL 34743",34743,28.345392321869888,-81.37053877954584,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OOG&agencyCode=OSCEOLA&IsToShowInspection=
A26-005326,292629264600011820,osceola_accela,Osceola County,open,,46,JANNEY ROOFING LLC,,CCC1335906,A+,"2620 BREAKER LN, KISSIMMEE FL 34746",34746,28.183936514787405,-81.42949236422729,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OOT&agencyCode=OSCEOLA&IsToShowInspection=
A26-005327,252628611815500250,osceola_accela,Osceola County,open,,46,ROBINSON ROOFING & RESTORAION,8134509445,CCC1332561,,"4 ANDORA CT, KISSIMMEE FL 34758",34758,28.15964209024209,-81.48299354308588,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OOZ&agencyCode=OSCEOLA&IsToShowInspection=
A26-005334,292629264900010720,osceola_accela,Osceola County,open,,46,"JA EDWARDS OF AMERICA, INC",,CCC1334804,A+,"3614 VALLEYVIEW DR, KISSIMMEE FL 34746",34746,28.179461643005855,-81.43100220208296,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OTT&agencyCode=OSCEOLA&IsToShowInspection=
A26-005364,232529259000010070,osceola_accela,Osceola County,open,,45,BEST CHOICE ROOFING,,CCC1330211,,"1320 NEPTUNE RD, KISSIMMEE FL 34744",34744,28.289514384897753,-81.39079955120243,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OYS&agencyCode=OSCEOLA&IsToShowInspection=
A26-005374,062631750000010162,osceola_accela,Osceola County,open,,43,OWNER/BUILDER OWNER/BUILDER,,,,"1250 KELLY ST, SAINT CLOUD FL 34771",34771,28.247040288765135,-81.25260390310977,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P1N&agencyCode=OSCEOLA&IsToShowInspection=
A26-005375,1025294710000B0080,osceola_accela,Osceola County,open,,42,"MBO ROOFING, INC",4074194814,CCC1334760,,"2723 N ORANGE BLOSSOM TRL, KISSIMMEE FL 34744",34744,28.327009947767355,-81.40338947419755,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P1O&agencyCode=OSCEOLA&IsToShowInspection=
A26-005379,292629264400011570,osceola_accela,Osceola County,open,,42,21ST CENTURY CONSTRUCTION INC,4077479651,CCC1334908,,"1930 WINDWARD OAKS CT, KISSIMMEE FL 34746",34746,28.19362427899427,-81.4253490264062,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P39&agencyCode=OSCEOLA&IsToShowInspection=
A26-005390,0526294510000D0160,osceola_accela,Osceola County,open,,42,OWNER/BUILDER OWNER/BUILDER,,,,"1698 PLEASANT HILL RD, KISSIMMEE FL 34746",34746,28.256523428234996,-81.43681811076696,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P4V&agencyCode=OSCEOLA&IsToShowInspection=
A26-005395,072530267600290110,osceola_accela,Osceola County,open,,42,A BIRD'S EYE VIEW ROOFING INC,,CCC1331786,A+,"267 KUMQUAT RD, KISSIMMEE FL 34743",34743,28.334083632732707,-81.35006797976054,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P50&agencyCode=OSCEOLA&IsToShowInspection=
A26-005416,2526286112000F0010,osceola_accela,Osceola County,open,,41,"SHEEGOG ON TOP CONTRACTING, LLC",,CCC1330716,A+,"4350 NEW CASTLE RD, KISSIMMEE FL 34758",34758,28.15972373580547,-81.49954262612249,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P81&agencyCode=OSCEOLA&IsToShowInspection=
A26-005417,102529286000010120,osceola_accela,Osceola County,open,,41,BURK'S ROOFING COMPANY,,CCC1333348,,"118 COURT ST, KISSIMMEE FL 34741",34741,28.32899498950999,-81.40547845526129,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P8D&agencyCode=OSCEOLA&IsToShowInspection=
A26-005419,052530496400010310,osceola_accela,Osceola County,open,,41,BEAVER HOME SERVICES INC,9048677554,CCC1333559,,"3194 TURRET DR, KISSIMMEE FL 34743",34743,28.338264724144384,-81.3369466047482,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P8G&agencyCode=OSCEOLA&IsToShowInspection=
A26-005430,252529429000010200,osceola_accela,Osceola County,open,,41,JIM'S COMPLETE CONSTRUCTION LLC,4075938550,CCC1333647,,"1069 SALSONA AVE, KISSIMMEE FL 34744",34744,28.280521750477494,-81.3721961081506,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00P91&agencyCode=OSCEOLA&IsToShowInspection=
A26-005453,242528302400010020,osceola_accela,Osceola County,open,,41,TOP SEAL SERVICES CORP,3057547844,CCC1330119,,"969 EMERALD GREEN CT, KISSIMMEE FL 34746",34746,28.302360831986565,-81.47201236741445,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PAP&agencyCode=OSCEOLA&IsToShowInspection=
A26-005460,173033388100010430,osceola_accela,Osceola County,open,,41,WOOLEY BROTHERS INC,,CCC1330101,A+,"529 HORIZON DR, KENANSVILLE FL 34739",34739,27.87169086872073,-81.04531371485696,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PBK&agencyCode=OSCEOLA&IsToShowInspection=
A26-005465,18262926530001060H,osceola_accela,Osceola County,open,,41,WINDMAR HOME FL INC,,CCC1334496,A+,"2767 PATRICIAN CIR, KISSIMMEE FL 34746",34746,28.219440778608757,-81.45550271318692,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PBX&agencyCode=OSCEOLA&IsToShowInspection=
A26-005472,112531572000010L20,osceola_accela,Osceola County,open,,40,COLLIS ROOFING INC,4078309575,CCC058022,,"2600 EVEN DEL WEBB BLVD, SAINT CLOUD FL 34771",34771,28.3238712755523,-81.18814190694188,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PDB&agencyCode=OSCEOLA&IsToShowInspection=
A26-005477,0125295379000100B0,osceola_accela,Osceola County,open,,40,"MILLER ROOFING, LLC.",4077544353,CCC1334567,A+,"710 BUENAVENTURA BLVD, KISSIMMEE FL 34743",,28.340404481175558,-81.36291649162737,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PDL&agencyCode=OSCEOLA&IsToShowInspection=
A26-005489,252628613820810040,osceola_accela,Osceola County,open,,40,BEST CHOICE ROOFING,,CCC1330211,,"307 CLERMONT DR, KISSIMMEE FL 34759",34759,28.127240188365228,-81.44693819690781,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PFL&agencyCode=OSCEOLA&IsToShowInspection=
A26-005496,152527354000013430,osceola_accela,Osceola County,open,,40,SOUTHEAST ROOFING & CONTRACTING LLC,4072013419,CCC1334856,,"1546 INDIAN OAKS TRL, KISSIMMEE FL 34747",34747,28.306527180772786,-81.60011508277793,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PH3&agencyCode=OSCEOLA&IsToShowInspection=
A26-005590,072530269901160410,osceola_accela,Osceola County,open,,35,M & K UNLIMITED INC DBA:RED RHINO ROOFING,,CCC1327051,A+,"324 GAIT CT, KISSIMMEE FL 34743",34743,28.3289259769412,-81.35406102962651,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PX4&agencyCode=OSCEOLA&IsToShowInspection=
A26-005600,252628351800010280,osceola_accela,Osceola County,open,,35,"ROOFS FOR EVERYONE, LLC",3214603141,CCC1332602,,"4047 MARINA ISLE DR, KISSIMMEE FL 34746",34746,28.168266434779042,-81.44390137328146,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00PXX&agencyCode=OSCEOLA&IsToShowInspection=
A26-005609,032628524800010030,osceola_accela,Osceola County,open,,35,A BIRD'S EYE VIEW ROOFING INC,,CCC1331786,A+,"1844 AVENUE A, KISSIMMEE FL 34758",34758,28.25021349765864,-81.4945758832754,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00Q1Z&agencyCode=OSCEOLA&IsToShowInspection=
A26-005624,072528284700011380,osceola_accela,Osceola County,open,,34,PSG CONSTRUCTION INC.,,CGC058353,,"1424 STICKLEY AVE, KISSIMMEE FL 34747",34747,28.295709034700117,-81.55238798878185,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00Q4S&agencyCode=OSCEOLA&IsToShowInspection=
A26-005631,072530267701080080,osceola_accela,Osceola County,open,,34,SUNNY R&R LLC,,CCC1333142,A+,"595 FLORAL DR, KISSIMMEE FL 34743",34743,28.31974106144381,-81.36002223661283,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00Q5N&agencyCode=OSCEOLA&IsToShowInspection=
A26-005635,252628351800011890,osceola_accela,Osceola County,open,,34,"FLORIDA ROOF ADVISORS, LLC",4076875160,CCC1336244,A-,"3638 SAIL HARBOR DR, KISSIMMEE FL 34746",34746,28.168261130730514,-81.44520653571519,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00Q7C&agencyCode=OSCEOLA&IsToShowInspection=
A26-005663,052531332500010190,osceola_accela,Osceola County,open,,33,"3MG SOLUTIONS, LLC",,CCC1334689,A+,"5226 HAMMOCK CIR, SAINT CLOUD FL 34771",34771,28.33662541057676,-81.23199748766,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QHX&agencyCode=OSCEOLA&IsToShowInspection=
A26-005666,30263226120001B019,osceola_accela,Osceola County,open,,33,SKY LIGHT ROOFING INC,3219460876,CCC1332541,A+,"7024 BUTTONBUSH LOOP, SAINT CLOUD FL 34773",34773,28.195595867686993,-81.15303650163068,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QIM&agencyCode=OSCEOLA&IsToShowInspection=
A26-005670,252628351800011990,osceola_accela,Osceola County,open,,32,"ROOFS FOR EVERYONE, LLC",3214603141,CCC1332602,,"3635 SAIL HARBOR DR, KISSIMMEE FL 34746",34746,28.168192223557476,-81.44584869632737,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QJY&agencyCode=OSCEOLA&IsToShowInspection=
A26-005672,1726295205000D0070,osceola_accela,Osceola County,open,,32,STORY ROOFING LLC,4073489342,CCC057111,A+,"3100 GRANADA BLVD, KISSIMMEE FL 34746",34746,28.225069504352877,-81.43526829161827,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QKM&agencyCode=OSCEOLA&IsToShowInspection=
A26-005682,252628612818130040,osceola_accela,Osceola County,open,,32,SOLAR BEAR LLC,7274717442,CCC1334010,,"762 MADERIA CT, KISSIMMEE FL 34758",34758,28.15722087811338,-81.45540990797083,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QLP&agencyCode=OSCEOLA&IsToShowInspection=
A26-005690,202629288200011110,osceola_accela,Osceola County,open,,32,FLORIDA EXTERIOR- INTERIOR CONTRACTING GROUP LLC,3526139616,CCC1336275,A,"3090 GRASMERE VIEW PKWY, KISSIMMEE FL 34746",34746,28.205735400103027,-81.43776212441523,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QN8&agencyCode=OSCEOLA&IsToShowInspection=
A26-005696,202530481800010560,osceola_accela,Osceola County,open,,32,PRO ROOFING & ASSOCIATE INC,4075425903,CCC1328416,,"2703 WORTHAM LN, KISSIMMEE FL 34744",34744,28.290007016541146,-81.33109842438901,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QOF&agencyCode=OSCEOLA&IsToShowInspection=
A26-005709,202629477700011090,osceola_accela,Osceola County,open,,31,TOP ROOFERS,3215259571,CCC1332236,A,"2399 N STEWART ST, KISSIMMEE FL 34746",34746,28.212812275289423,-81.42766605466453,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QQ2&agencyCode=OSCEOLA&IsToShowInspection=
A26-005719,072528278100010020,osceola_accela,Osceola County,open,,31,TECTA AMERICA SOUTHEAST LLC,4073309303,CCC1333144,,"400 CELEBRATION PL, CELEBRATION FL 34747",34747,28.328298665353213,-81.54172303945641,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QRD&agencyCode=OSCEOLA&IsToShowInspection=
A26-005741,062530291203080130,osceola_accela,Osceola County,open,,29,ARTRAVIA JOHNSON,7869301235,CCC1332091,,"224 OLD BAY LN, KISSIMMEE FL 34743",34743,28.338119093665604,-81.3500232932784,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QW9&agencyCode=OSCEOLA&IsToShowInspection=
A26-005754,022629330500010130,osceola_accela,Osceola County,open,,28,BEAVER HOME SERVICES INC,9048677554,CCC1333559,,"1730 WOODSIDE CT, KISSIMMEE FL 34744",34744,28.255902485840647,-81.37926245445564,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QXP&agencyCode=OSCEOLA&IsToShowInspection=
A26-005758,252628610006450010,osceola_accela,Osceola County,open,,28,SOLAR ROOFING & CONSTRUCTION SPECIALIST CORP,8636400977,CCC1335469,A+,"202 BANBURY PL, KISSIMMEE FL 34758",34758,28.19182009298731,-81.49723880284824,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00QYZ&agencyCode=OSCEOLA&IsToShowInspection=
A26-005777,1226282635000E0260,osceola_accela,Osceola County,open,,28,"STGO PRO4MANCE, LLC",4074108610,CCC1332982,A+,"2714 CRANMOOR DR, KISSIMMEE FL 34758",34758,28.244442241875564,-81.47458923361121,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R2A&agencyCode=OSCEOLA&IsToShowInspection=
A26-005778,252529427300011430,osceola_accela,Osceola County,open,,28,"WOODSTONE, LLC DBA WOODSTONE ROOFING",,CCC1332004,A+,"2012 BEARING LN, KISSIMMEE FL 34744",34744,28.280556321319303,-81.36180662726805,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R2D&agencyCode=OSCEOLA&IsToShowInspection=
A26-005790,212629477800010070,osceola_accela,Osceola County,open,,27,EUSTIS ROOFING COMPANY LLC,3523434240,CCC1336488,A+,"2869 LAKE TOHOPEKALIGA BLVD, KISSIMMEE FL 34746",34746,28.21468622427119,-81.41974313789686,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R3Z&agencyCode=OSCEOLA&IsToShowInspection=
A26-005793,252630508000010955,osceola_accela,Osceola County,open,,27,"3VD CONSTRUCTIONS LLC VASQUEZ MATA, JUAN A",4072198252,CCC1330853,,"3475 KAISER AVE, SAINT CLOUD FL 34772",34772,28.191649100578424,-81.26307224117046,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R4A&agencyCode=OSCEOLA&IsToShowInspection=
A26-005798,242628294900010640,osceola_accela,Osceola County,open,,27,"3MG SOLUTIONS, LLC",,CCC1334689,A+,"2814 TOWER ROCK ST, KISSIMMEE FL 34758",34758,28.214575834277298,-81.46904945001293,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R59&agencyCode=OSCEOLA&IsToShowInspection=
A26-005801,142628525300010960,osceola_accela,Osceola County,open,,27,"3MG SOLUTIONS, LLC",,CCC1334689,A+,"4956 PALL MALL ST, KISSIMMEE FL 34758",34758,28.22375629981821,-81.47940707942853,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R5H&agencyCode=OSCEOLA&IsToShowInspection=
A26-005806,292629266600010880,osceola_accela,Osceola County,open,,27,"3MG SOLUTIONS, LLC",,CCC1334689,A+,"2391 EAGLE TALON CT, KISSIMMEE FL 34746",34746,28.18011454685685,-81.42697937056509,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R5Z&agencyCode=OSCEOLA&IsToShowInspection=
A26-005823,0226285555000100B0,osceola_accela,Osceola County,open,,27,STANLEY'S ROOFING INC,4077148623,CCC1332931,,"4920 DREAMWEAVER RD, KISSIMMEE FL 34758",34758,28.25314899165568,-81.479457437557,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R7Q&agencyCode=OSCEOLA&IsToShowInspection=
A26-005835,042530309100010290,osceola_accela,Osceola County,open,,26,HCH CONSTRUCTION INC,4077145279,CCC1326680,,"3136 RIACHUELO LN, KISSIMMEE FL 34744",34744,28.342253816384776,-81.32226342556415,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00R9I&agencyCode=OSCEOLA&IsToShowInspection=
A26-005844,042530309100010320,osceola_accela,Osceola County,open,,26,HCH CONSTRUCTION INC,4077145279,CCC1326680,,"3142 RIACHUELO LN, GARAGE, KISSIMMEE FL 34744",34744,28.342417576507184,-81.32241510467493,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00RB3&agencyCode=OSCEOLA&IsToShowInspection=
A26-005849,112528280200012210,osceola_accela,Osceola County,open,,26,SOUTHERN STATES ROOFING INC,8633706835,CCC1333924,,"2573 CHATHAM CIR, KISSIMMEE FL 34746",34746,28.323366914672924,-81.478753413825,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00RC2&agencyCode=OSCEOLA&IsToShowInspection=
A26-005855,17262930810001071E,osceola_accela,Osceola County,open,,25,"PRICELESS HOME IMPROVEMENTS, INC",,CCC1327534,,"2716 KINSEY DR, KISSIMMEE FL 34746",34746,28.21842490822384,-81.42871014013295,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00REB&agencyCode=OSCEOLA&IsToShowInspection=
A26-005856,0925295310000U0090,osceola_accela,Osceola County,open,,25,ALPHA ROOFING AND SHEET METAL LLC,4079630470,CCC1329348,,"2710 N ORANGE BLOSSOM TRL, KISSIMMEE FL 34741",34741,28.32656413968492,-81.40448470024468,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00REF&agencyCode=OSCEOLA&IsToShowInspection=
A26-005864,122528509400010050,osceola_accela,Osceola County,open,,25,CORE ROOFING SYSTEMS,4704767128,CCC1334039,,"4801 W IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.332440236516884,-81.4736678495353,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00RGB&agencyCode=OSCEOLA&IsToShowInspection=
